Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs; gross income ; Rating 
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59,61;10;29,805;625,905;14-03-2019;11:07:00;Cash;596,1; 29,81 ; 5,30 
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77,56;10;38,78;814,38;14-03-2019;20:35:00;Ewallet;775,6; 38,78 ; 6,90 
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87,91;5;21,9775;461,5275;14-03-2019;18:10:00;Ewallet;439,55; 21,98 ; 4,40 
628-90-8624;B;Mandalay;Member;Male;Health and beauty;82,58;10;41,29;867,09;14-03-2019;14:41:00;Cash;825,8; 41,29 ; 5,00 
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;15,69;3;2,3535;49,4235;14-03-2019;14:13:00;Credit card;47,07; 2,35 ; 5,80 
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;22,32;4;4,464;93,744;14-03-2019;11:16:00;Ewallet;89,28; 4,46 ; 4,10 
499-27-7781;B;Mandalay;Normal;Female;Food and beverages;53,21;8;21,284;446,964;14-03-2019;16:45:00;Ewallet;425,68; 21,28 ; 5,00 
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel;42,85;1;2,1425;44,9925;14-03-2019;15:36:00;Credit card;42,85; 2,14 ; 9,30 
457-12-0244;C;Naypyitaw;Member;Female;Sports and travel;35,22;6;10,566;221,886;14-03-2019;13:49:00;Ewallet;211,32; 10,57 ; 6,50 
139-32-4183;A;Yangon;Member;Female;Sports and travel;97,48;9;43,866;921,186;14-03-2019;14:19:00;Ewallet;877,32; 43,87 ; 7,40 
299-46-1805;B;Mandalay;Member;Female;Sports and travel;93,72;6;28,116;590,436;15-01-2019;16:19:00;Cash;562,32; 28,12 ; 4,50 
272-65-1806;A;Yangon;Normal;Female;Electronic accessories;60,88;9;27,396;575,316;15-01-2019;17:17:00;Ewallet;547,92; 27,40 ; 4,70 
437-58-8131;B;Mandalay;Normal;Female;Fashion accessories;73,52;2;7,352;154,392;15-01-2019;13:41:00;Ewallet;147,04; 7,35 ; 4,60 
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;17,44;5;4,36;91,56;15-01-2019;19:25:00;Cash;87,2; 4,36 ; 8,10 
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;89,21;9;40,1445;843,0345;15-01-2019;15:42:00;Credit card;802,89; 40,14 ; 6,50 
301-11-9629;A;Yangon;Normal;Female;Sports and travel;19,1;7;6,685;140,385;15-01-2019;10:43:00;Cash;133,7; 6,69 ; 9,70 
589-02-8023;A;Yangon;Member;Male;Food and beverages;83,77;2;8,377;175,917;15-01-2019;10:54:00;Credit card;167,54; 8,38 ; 7,00 
188-55-0967;B;Mandalay;Member;Male;Health and beauty;66,47;10;33,235;697,935;15-01-2019;15:01:00;Credit card;664,7; 33,24 ; 5,00 
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;75,66;5;18,915;397,215;15-01-2019;18:22:00;Ewallet;378,3; 18,92 ; 7,80 
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81,23;7;28,4305;597,0405;15-01-2019;20:44:00;Cash;568,61; 28,43 ; 9,00 
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;11,43;6;3,429;72,009;15-01-2019;17:24:00;Cash;68,58; 3,43 ; 7,70 
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle;97,37;10;48,685;1022,385;15-01-2019;13:48:00;Credit card;973,7; 48,69 ; 4,90 
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories;55,87;10;27,935;586,635;15-01-2019;15:01:00;Cash;558,7; 27,94 ; 5,80 
285-68-5083;C;Naypyitaw;Member;Female;Sports and travel;24,74;3;3,711;77,931;15-02-2019;17:47:00;Credit card;74,22; 3,71 ; 10,00 
227-78-1148;B;Mandalay;Normal;Female;Fashion accessories;72,84;7;25,494;535,374;15-02-2019;12:44:00;Cash;509,88; 25,49 ; 8,40 
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle;17,77;5;4,4425;93,2925;15-02-2019;12:42:00;Credit card;88,85; 4,44 ; 5,40 
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;69,96;8;27,984;587,664;15-02-2019;17:01:00;Credit card;559,68; 27,98 ; 6,40 
372-94-8041;A;Yangon;Normal;Male;Health and beauty;15,26;6;4,578;96,138;15-02-2019;18:03:00;Ewallet;91,56; 4,58 ; 9,80 
873-95-4984;B;Mandalay;Member;Female;Health and beauty;76,9;7;26,915;565,215;15-02-2019;20:21:00;Cash;538,3; 26,92 ; 7,70 
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99,3;10;49,65;1042,65;15-02-2019;14:53:00;Credit card;993; 49,65 ; 6,60 
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80,48;3;12,072;253,512;15-02-2019;12:31:00;Cash;241,44; 12,07 ; 8,10 
710-46-4433;B;Mandalay;Member;Female;Food and beverages;77,4;9;34,83;731,43;15-02-2019;14:15:00;Credit card;696,6; 34,83 ; 4,50 
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;98,84;1;4,942;103,782;15-02-2019;11:21:00;Cash;98,84; 4,94 ; 8,40 
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;32,8;10;16,4;344,4;15-02-2019;12:12:00;Cash;328; 16,40 ; 6,20 
152-68-2907;A;Yangon;Normal;Male;Food and beverages;52,2;3;7,83;164,43;15-02-2019;13:30:00;Credit card;156,6; 7,83 ; 9,50 
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33,64;8;13,456;282,576;15-02-2019;17:10:00;Credit card;269,12; 13,46 ; 9,30 
305-03-2383;A;Yangon;Normal;Female;Food and beverages;67,1;3;10,065;211,365;15-02-2019;10:36:00;Cash;201,3; 10,07 ; 7,50 
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty;68,55;4;13,71;287,91;15-02-2019;20:21:00;Credit card;274,2; 13,71 ; 9,20 
497-36-0989;A;Yangon;Normal;Male;Fashion accessories;51,94;3;7,791;163,611;15-02-2019;15:21:00;Cash;155,82; 7,79 ; 7,90 
234-36-2483;B;Mandalay;Normal;Male;Health and beauty;57,59;6;17,277;362,817;15-02-2019;13:51:00;Cash;345,54; 17,28 ; 5,10 
321-49-7382;B;Mandalay;Member;Male;Sports and travel;88,31;1;4,4155;92,7255;15-02-2019;17:38:00;Credit card;88,31; 4,42 ; 5,20 
431-66-2305;B;Mandalay;Normal;Female;Electronic accessories;88,25;9;39,7125;833,9625;15-02-2019;20:51:00;Credit card;794,25; 39,71 ; 7,60 
273-16-6619;B;Mandalay;Normal;Male;Home and lifestyle;33,2;2;3,32;69,72;15-03-2019;12:20:00;Credit card;66,4; 3,32 ; 4,40 
848-62-7243;A;Yangon;Normal;Male;Health and beauty;24,89;9;11,2005;235,2105;15-03-2019;15:36:00;Cash;224,01; 11,20 ; 7,40 
595-11-5460;A;Yangon;Normal;Male;Health and beauty;96,58;2;9,658;202,818;15-03-2019;10:12:00;Credit card;193,16; 9,66 ; 5,10 
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;57,49;4;11,498;241,458;15-03-2019;11:57:00;Cash;229,96; 11,50 ; 6,60 
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13,59;9;6,1155;128,4255;15-03-2019;10:26:00;Cash;122,31; 6,12 ; 5,80 
510-09-5628;A;Yangon;Member;Female;Fashion accessories;19,66;10;9,83;206,43;15-03-2019;18:20:00;Credit card;196,6; 9,83 ; 7,20 
585-11-6748;B;Mandalay;Member;Male;Sports and travel;96,8;3;14,52;304,92;15-03-2019;13:05:00;Cash;290,4; 14,52 ; 5,30 
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories;27,18;2;2,718;57,078;15-03-2019;16:26:00;Ewallet;54,36; 2,72 ; 4,30 
359-94-5395;B;Mandalay;Normal;Male;Health and beauty;92,78;1;4,639;97,419;15-03-2019;10:50:00;Credit card;92,78; 4,64 ; 9,80 
565-91-4567;B;Mandalay;Normal;Male;Health and beauty;10,75;8;4,3;90,3;15-03-2019;14:38:00;Ewallet;86; 4,30 ; 6,20 
361-59-0574;B;Mandalay;Member;Male;Sports and travel;90,53;8;36,212;760,452;15-03-2019;14:48:00;Credit card;724,24; 36,21 ; 6,50 
154-87-7367;C;Naypyitaw;Normal;Male;Home and lifestyle;65,26;8;26,104;548,184;15-03-2019;14:04:00;Ewallet;522,08; 26,10 ; 6,30 
659-65-8956;B;Mandalay;Member;Male;Fashion accessories;51,36;1;2,568;53,928;16-01-2019;15:26:00;Ewallet;51,36; 2,57 ; 5,20 
234-65-2137;C;Naypyitaw;Normal;Male;Home and lifestyle;95,58;10;47,79;1003,59;16-01-2019;13:32:00;Cash;955,8; 47,79 ; 4,80 
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;93,26;9;41,967;881,307;16-01-2019;18:08:00;Cash;839,34; 41,97 ; 8,80 
347-72-6115;B;Mandalay;Member;Female;Sports and travel;90,74;7;31,759;666,939;16-01-2019;18:03:00;Credit card;635,18; 31,76 ; 6,20 
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;39,21;4;7,842;164,682;16-01-2019;20:03:00;Credit card;156,84; 7,84 ; 9,00 
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15,49;2;1,549;32,529;16-01-2019;15:10:00;Cash;30,98; 1,55 ; 6,30 
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17,14;7;5,999;125,979;16-01-2019;12:07:00;Credit card;119,98; 6,00 ; 7,90 
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;63,56;10;31,78;667,38;16-01-2019;17:59:00;Cash;635,6; 31,78 ; 4,30 
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;52,6;9;23,67;497,07;16-01-2019;14:42:00;Cash;473,4; 23,67 ; 7,60 
618-34-8551;A;Yangon;Normal;Female;Sports and travel;93,18;2;9,318;195,678;16-01-2019;18:41:00;Credit card;186,36; 9,32 ; 8,50 
241-72-9525;B;Mandalay;Normal;Male;Sports and travel;51,91;10;25,955;545,055;16-02-2019;12:21:00;Cash;519,1; 25,96 ; 8,20 
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97,79;7;34,2265;718,7565;16-02-2019;17:30:00;Ewallet;684,53; 34,23 ; 4,90 
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;91,35;1;4,5675;95,9175;16-02-2019;15:42:00;Cash;91,35; 4,57 ; 6,80 
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12,05;5;3,0125;63,2625;16-02-2019;15:53:00;Ewallet;60,25; 3,01 ; 5,50 
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;60,18;4;12,036;252,756;16-02-2019;18:04:00;Credit card;240,72; 12,04 ; 9,40 
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47,71;6;14,313;300,573;16-02-2019;14:19:00;Ewallet;286,26; 14,31 ; 4,40 
895-03-6665;B;Mandalay;Normal;Female;Fashion accessories;36,51;9;16,4295;345,0195;16-02-2019;10:52:00;Cash;328,59; 16,43 ; 4,20 
873-14-6353;A;Yangon;Member;Male;Food and beverages;24,82;7;8,687;182,427;16-02-2019;10:33:00;Credit card;173,74; 8,69 ; 7,10 
617-15-4209;C;Naypyitaw;Member;Male;Health and beauty;15,37;2;1,537;32,277;16-03-2019;19:47:00;Cash;30,74; 1,54 ; 7,20 
575-30-8091;A;Yangon;Normal;Male;Sports and travel;72,5;8;29;609;16-03-2019;19:25:00;Ewallet;580; 29,00 ; 9,20 
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;87,8;9;39,51;829,71;16-03-2019;19:08:00;Cash;790,2; 39,51 ; 9,20 
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;23,75;4;4,75;99,75;16-03-2019;11:22:00;Cash;95; 4,75 ; 5,20 
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74,97;1;3,7485;78,7185;16-03-2019;16:58:00;Cash;74,97; 3,75 ; 5,60 
727-17-0390;A;Yangon;Normal;Female;Food and beverages;63,61;5;15,9025;333,9525;16-03-2019;12:43:00;Ewallet;318,05; 15,90 ; 4,80 
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;34,37;10;17,185;360,885;16-03-2019;10:11:00;Ewallet;343,7; 17,19 ; 6,70 
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;97,26;4;19,452;408,492;16-03-2019;15:33:00;Ewallet;389,04; 19,45 ; 6,80 
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;95,64;4;19,128;401,688;16-03-2019;18:51:00;Cash;382,56; 19,13 ; 7,90 
280-35-5823;B;Mandalay;Member;Female;Home and lifestyle;86,72;1;4,336;91,056;17-01-2019;18:45:00;Ewallet;86,72; 4,34 ; 7,90 
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;21,52;6;6,456;135,576;17-01-2019;12:48:00;Credit card;129,12; 6,46 ; 9,40 
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;71,92;5;17,98;377,58;17-01-2019;15:05:00;Credit card;359,6; 17,98 ; 4,30 
698-98-5964;A;Yangon;Normal;Female;Food and beverages;81,21;10;40,605;852,705;17-01-2019;13:01:00;Credit card;812,1; 40,61 ; 6,30 
349-97-8902;B;Mandalay;Member;Male;Food and beverages;57,89;2;5,789;121,569;17-01-2019;10:37:00;Ewallet;115,78; 5,79 ; 8,90 
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;94,59;7;33,1065;695,2365;17-01-2019;15:27:00;Credit card;662,13; 33,11 ; 4,90 
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;40,62;2;4,062;85,302;17-01-2019;10:01:00;Credit card;81,24; 4,06 ; 4,10 
445-30-9252;A;Yangon;Normal;Male;Sports and travel;25,7;3;3,855;80,955;17-01-2019;17:59:00;Ewallet;77,1; 3,86 ; 6,10 
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;65,65;2;6,565;137,865;17-01-2019;16:46:00;Cash;131,3; 6,57 ; 6,00 
497-37-6538;A;Yangon;Normal;Male;Sports and travel;58,91;7;20,6185;432,9885;17-01-2019;15:15:00;Ewallet;412,37; 20,62 ; 9,70 
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty;62,82;2;6,282;131,922;17-01-2019;12:36:00;Ewallet;125,64; 6,28 ; 4,90 
636-48-8204;A;Yangon;Normal;Male;Electronic accessories;34,56;5;8,64;181,44;17-02-2019;11:15:00;Ewallet;172,8; 8,64 ; 9,90 
590-83-4591;B;Mandalay;Member;Male;Electronic accessories;87,45;6;26,235;550,935;17-02-2019;14:40:00;Credit card;524,7; 26,24 ; 8,80 
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;71,39;5;17,8475;374,7975;17-02-2019;19:57:00;Credit card;356,95; 17,85 ; 5,50 
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;11,81;5;2,9525;62,0025;17-02-2019;18:06:00;Cash;59,05; 2,95 ; 9,40 
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;88,79;8;35,516;745,836;17-02-2019;17:09:00;Cash;710,32; 35,52 ; 4,10 
634-97-8956;A;Yangon;Normal;Male;Food and beverages;32,9;3;4,935;103,635;17-02-2019;17:27:00;Credit card;98,7; 4,94 ; 9,10 
612-36-5536;A;Yangon;Member;Male;Food and beverages;80,96;8;32,384;680,064;17-02-2019;11:12:00;Credit card;647,68; 32,38 ; 7,40 
827-77-7633;A;Yangon;Normal;Male;Sports and travel;98,09;9;44,1405;926,9505;17-02-2019;19:41:00;Cash;882,81; 44,14 ; 9,30 
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46,66;9;20,997;440,937;17-02-2019;19:11:00;Ewallet;419,94; 21,00 ; 5,30 
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;45,38;3;6,807;142,947;17-02-2019;13:34:00;Credit card;136,14; 6,81 ; 7,20 
785-96-0615;B;Mandalay;Member;Female;Electronic accessories;35,74;8;14,296;300,216;17-02-2019;15:28:00;Ewallet;285,92; 14,30 ; 4,90 
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel;67,99;7;23,7965;499,7265;17-02-2019;16:50:00;Ewallet;475,93; 23,80 ; 5,70 
131-70-8179;A;Yangon;Member;Female;Health and beauty;92,09;3;13,8135;290,0835;17-02-2019;16:27:00;Cash;276,27; 13,81 ; 4,20 
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35,19;10;17,595;369,495;17-03-2019;19:06:00;Credit card;351,9; 17,60 ; 8,40 
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22,62;1;1,131;23,751;17-03-2019;18:58:00;Cash;22,62; 1,13 ; 6,40 
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;54,51;6;16,353;343,413;17-03-2019;13:54:00;Ewallet;327,06; 16,35 ; 7,80 
220-68-6701;A;Yangon;Normal;Female;Home and lifestyle;77,47;4;15,494;325,374;17-03-2019;16:36:00;Cash;309,88; 15,49 ; 4,20 
152-03-4217;B;Mandalay;Normal;Female;Home and lifestyle;11,28;9;5,076;106,596;17-03-2019;11:55:00;Credit card;101,52; 5,08 ; 4,30 
880-46-5796;A;Yangon;Member;Male;Sports and travel;76,92;10;38,46;807,66;17-03-2019;19:53:00;Ewallet;769,2; 38,46 ; 5,60 
700-81-1757;A;Yangon;Normal;Female;Electronic accessories;26,31;5;6,5775;138,1275;18-01-2019;20:59:00;Credit card;131,55; 6,58 ; 8,80 
414-12-7047;B;Mandalay;Normal;Male;Food and beverages;19,79;8;7,916;166,236;18-01-2019;12:04:00;Ewallet;158,32; 7,92 ; 8,70 
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;39,42;1;1,971;41,391;18-01-2019;15:08:00;Cash;39,42; 1,97 ; 8,40 
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;19,36;9;8,712;182,952;18-01-2019;18:43:00;Ewallet;174,24; 8,71 ; 8,70 
562-12-5430;A;Yangon;Member;Female;Fashion accessories;88,15;3;13,2225;277,6725;18-01-2019;10:11:00;Ewallet;264,45; 13,22 ; 7,90 
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;17,48;6;5,244;110,124;18-01-2019;15:04:00;Credit card;104,88; 5,24 ; 6,10 
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;90,63;9;40,7835;856,4535;18-01-2019;15:28:00;Cash;815,67; 40,78 ; 5,10 
166-19-2553;A;Yangon;Member;Male;Sports and travel;89,06;6;26,718;561,078;18-01-2019;17:26:00;Cash;534,36; 26,72 ; 9,90 
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories;60,74;7;21,259;446,439;18-01-2019;16:23:00;Ewallet;425,18; 21,26 ; 5,00 
597-78-7908;C;Naypyitaw;Normal;Male;Fashion accessories;90,22;3;13,533;284,193;18-02-2019;19:39:00;Cash;270,66; 13,53 ; 6,20 
354-39-5160;A;Yangon;Member;Female;Home and lifestyle;34,42;6;10,326;216,846;18-02-2019;15:39:00;Cash;206,52; 10,33 ; 9,80 
278-97-7759;A;Yangon;Member;Female;Electronic accessories;62,48;1;3,124;65,604;18-02-2019;20:29:00;Cash;62,48; 3,12 ; 4,70 
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;44,07;4;8,814;185,094;18-02-2019;16:28:00;Ewallet;176,28; 8,81 ; 8,40 
764-44-8999;B;Mandalay;Normal;Female;Health and beauty;14,76;2;1,476;30,996;18-02-2019;14:42:00;Ewallet;29,52; 1,48 ; 4,30 
652-49-6720;C;Naypyitaw;Member;Female;Electronic accessories;60,95;1;3,0475;63,9975;18-02-2019;11:40:00;Ewallet;60,95; 3,05 ; 5,90 
849-09-3807;A;Yangon;Member;Female;Fashion accessories;88,34;7;30,919;649,299;18-02-2019;13:28:00;Cash;618,38; 30,92 ; 6,60 
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;28,53;10;14,265;299,565;18-03-2019;17:38:00;Ewallet;285,3; 14,27 ; 7,80 
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;51,19;4;10,238;214,998;18-03-2019;17:15:00;Credit card;204,76; 10,24 ; 4,70 
485-30-8700;A;Yangon;Normal;Female;Sports and travel;33,26;5;8,315;174,615;18-03-2019;16:10:00;Credit card;166,3; 8,32 ; 4,20 
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;51,47;1;2,5735;54,0435;18-03-2019;15:52:00;Ewallet;51,47; 2,57 ; 8,50 
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;99,7;3;14,955;314,055;18-03-2019;11:29:00;Ewallet;299,1; 14,96 ; 4,70 
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;44,12;3;6,618;138,978;18-03-2019;13:45:00;Credit card;132,36; 6,62 ; 7,90 
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories;91,98;1;4,599;96,579;18-03-2019;15:29:00;Cash;91,98; 4,60 ; 9,80 
645-44-1170;A;Yangon;Member;Male;Home and lifestyle;58,07;9;26,1315;548,7615;19-01-2019;20:07:00;Ewallet;522,63; 26,13 ; 4,30 
894-41-5205;C;Naypyitaw;Normal;Female;Food and beverages;43,18;8;17,272;362,712;19-01-2019;19:39:00;Credit card;345,44; 17,27 ; 8,30 
796-32-9050;A;Yangon;Normal;Male;Food and beverages;51,28;6;15,384;323,064;19-01-2019;16:31:00;Cash;307,68; 15,38 ; 6,50 
608-27-6295;B;Mandalay;Member;Male;Electronic accessories;52,89;6;15,867;333,207;19-01-2019;17:34:00;Credit card;317,34; 15,87 ; 9,80 
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;88,61;1;4,4305;93,0405;19-01-2019;10:21:00;Cash;88,61; 4,43 ; 7,70 
882-40-4577;A;Yangon;Member;Male;Sports and travel;67,26;4;13,452;282,492;19-01-2019;15:28:00;Credit card;269,04; 13,45 ; 8,00 
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;63,06;3;9,459;198,639;19-01-2019;15:58:00;Ewallet;189,18; 9,46 ; 7,00 
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80,93;1;4,0465;84,9765;19-01-2019;16:08:00;Credit card;80,93; 4,05 ; 9,00 
149-61-1929;A;Yangon;Normal;Male;Sports and travel;64,19;10;32,095;673,995;19-01-2019;14:08:00;Credit card;641,9; 32,10 ; 6,70 
482-17-1179;A;Yangon;Member;Male;Electronic accessories;11,94;3;1,791;37,611;19-01-2019;12:47:00;Credit card;35,82; 1,79 ; 8,10 
832-51-6761;A;Yangon;Normal;Male;Food and beverages;33,88;8;13,552;284,592;19-01-2019;20:29:00;Ewallet;271,04; 13,55 ; 9,60 
125-45-2293;A;Yangon;Normal;Female;Fashion accessories;99,1;6;29,73;624,33;19-01-2019;13:11:00;Cash;594,6; 29,73 ; 4,20 
761-49-0439;B;Mandalay;Member;Female;Electronic accessories;12,1;8;4,84;101,64;19-01-2019;10:17:00;Ewallet;96,8; 4,84 ; 8,60 
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories;56,13;4;11,226;235,746;19-01-2019;11:43:00;Ewallet;224,52; 11,23 ; 8,60 
809-69-9497;A;Yangon;Normal;Female;Home and lifestyle;45,68;10;22,84;479,64;19-01-2019;19:30:00;Ewallet;456,8; 22,84 ; 5,70 
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages;59,59;4;11,918;250,278;19-01-2019;12:46:00;Cash;238,36; 11,92 ; 9,80 
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41,24;4;8,248;173,208;19-02-2019;16:23:00;Cash;164,96; 8,25 ; 7,10 
752-23-3760;B;Mandalay;Member;Female;Sports and travel;64,08;7;22,428;470,988;19-02-2019;19:29:00;Credit card;448,56; 22,43 ; 7,30 
868-06-0466;A;Yangon;Member;Male;Electronic accessories;69,58;9;31,311;657,531;19-02-2019;19:38:00;Credit card;626,22; 31,31 ; 7,80 
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;77,63;9;34,9335;733,6035;19-02-2019;15:14:00;Ewallet;698,67; 34,93 ; 7,20 
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty;21,8;8;8,72;183,12;19-02-2019;19:24:00;Cash;174,4; 8,72 ; 8,30 
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories;71,89;8;28,756;603,876;19-02-2019;11:33:00;Ewallet;575,12; 28,76 ; 5,50 
409-33-9708;A;Yangon;Normal;Female;Fashion accessories;98,48;2;9,848;206,808;19-02-2019;10:12:00;Ewallet;196,96; 9,85 ; 9,20 
449-16-6770;A;Yangon;Normal;Male;Health and beauty;50,79;5;12,6975;266,6475;19-02-2019;14:53:00;Credit card;253,95; 12,70 ; 5,30 
384-59-6655;A;Yangon;Member;Female;Food and beverages;98,66;9;44,397;932,337;19-02-2019;15:07:00;Cash;887,94; 44,40 ; 8,40 
574-22-5561;C;Naypyitaw;Member;Female;Fashion accessories;82,63;10;41,315;867,615;19-03-2019;17:08:00;Ewallet;826,3; 41,32 ; 7,90 
716-39-1409;B;Mandalay;Normal;Male;Health and beauty;30,35;7;10,6225;223,0725;19-03-2019;18:19:00;Cash;212,45; 10,62 ; 8,00 
568-90-5112;C;Naypyitaw;Normal;Male;Health and beauty;66,14;4;13,228;277,788;19-03-2019;12:46:00;Credit card;264,56; 13,23 ; 5,60 
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;32,71;5;8,1775;171,7275;19-03-2019;11:30:00;Credit card;163,55; 8,18 ; 9,90 
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;75,06;9;33,777;709,317;19-03-2019;13:25:00;Ewallet;675,54; 33,78 ; 6,20 
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;76,4;9;34,38;721,98;19-03-2019;15:49:00;Ewallet;687,6; 34,38 ; 7,50 
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26,61;2;2,661;55,881;19-03-2019;14:35:00;Cash;53,22; 2,66 ; 4,20 
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25,42;8;10,168;213,528;19-03-2019;19:42:00;Credit card;203,36; 10,17 ; 6,70 
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99,24;9;44,658;937,818;19-03-2019;19:09:00;Ewallet;893,16; 44,66 ; 9,00 
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;38,81;4;7,762;163,002;19-03-2019;13:40:00;Ewallet;155,24; 7,76 ; 4,90 
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46,2;1;2,31;48,51;19-03-2019;12:16:00;Cash;46,2; 2,31 ; 6,30 
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88,55;8;35,42;743,82;19-03-2019;15:29:00;Ewallet;708,4; 35,42 ; 4,70 
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75,53;4;15,106;317,226;19-03-2019;15:52:00;Ewallet;302,12; 15,11 ; 8,30 
737-88-5876;A;Yangon;Member;Male;Home and lifestyle;23,29;4;4,658;97,818;19-03-2019;11:52:00;Credit card;93,16; 4,66 ; 5,90 
548-48-3156;A;Yangon;Member;Female;Food and beverages;83,34;2;8,334;175,014;19-03-2019;13:37:00;Cash;166,68; 8,33 ; 7,60 
593-08-5916;A;Yangon;Normal;Female;Fashion accessories;15,5;1;0,775;16,275;19-03-2019;15:23:00;Credit card;15,5; 0,78 ; 7,40 
504-35-8843;A;Yangon;Normal;Male;Sports and travel;42,47;1;2,1235;44,5935;01-02-2019;16:57:00;Cash;42,47; 2,12 ; 5,70 
