order_id;customer_id;orderdate;employee_id
4401;171;2022-02-28;6
4402;118;2022-07-20;5
4403;185;2022-09-25;8
4404;137;2022-08-21;2
4405;6;2020-11-07;4
4406;95;2022-10-30;7
4407;136;2020-07-13;5
4408;15;2023-03-25;10
4409;148;2021-05-14;3
4410;120;2021-11-08;7
4411;155;2021-07-01;10
4412;142;2023-03-13;4
4413;24;2021-10-30;10
4414;63;2021-09-21;8
4415;27;2022-09-22;7
4416;22;2021-09-09;4
4417;181;2022-01-12;7
4418;62;2021-11-26;6
4419;141;2021-12-11;8
4420;157;2022-02-10;3
4421;190;2020-08-04;1
4422;158;2023-03-31;10
4423;87;2021-09-21;9
4424;139;2021-03-05;10
4425;26;2022-12-25;7
4426;78;2021-11-05;5
4427;90;2022-01-07;7
4428;42;2022-09-30;5
4429;35;2023-01-23;8
4430;105;2022-07-27;10
4431;70;2020-06-02;9
4432;62;2023-02-19;9
4433;21;2023-03-07;1
4434;48;2023-04-09;10
4435;153;2021-04-09;7
4436;136;2021-11-12;2
4437;46;2022-03-07;9
4438;45;2021-10-27;7
4439;185;2021-04-08;3
4440;131;2021-12-20;2
4441;175;2022-02-10;9
4442;111;2022-04-15;5
4443;14;2022-12-29;3
4444;55;2021-01-04;10
4445;151;2021-10-07;5
4446;26;2022-02-02;3
4447;126;2021-02-18;6
4448;189;2021-03-17;5
4449;57;2022-03-19;9
4450;161;2022-12-23;1
4451;21;2021-10-19;4
4452;184;2020-06-17;9
4453;22;2020-05-17;9
4454;88;2023-04-15;2
4455;51;2022-10-03;9
4456;121;2022-11-02;4
4457;154;2022-07-25;9
4458;79;2022-05-22;9
4459;32;2020-07-31;8
4460;180;2022-05-24;9
4461;79;2021-02-25;5
4462;86;2021-05-07;4
4463;104;2021-11-12;4
4464;115;2023-04-02;4
4465;19;2022-10-20;1
4466;159;2022-05-06;8
4467;123;2020-04-24;5
4468;178;2022-08-25;9
4469;105;2020-10-27;9
4470;119;2023-01-29;6
4471;186;2021-01-03;10
4472;119;2021-04-11;1
4473;52;2022-03-25;3
4474;145;2022-08-17;8
4475;186;2020-08-09;5
4476;17;2020-11-21;7
4477;24;2021-05-08;1
4478;76;2022-10-09;7
4479;95;2021-10-16;8
4480;18;2022-10-25;5
4481;159;2020-08-28;5
4482;20;2021-10-02;1
4483;136;2023-03-24;6
4484;122;2021-06-03;2
4485;93;2023-01-19;10
4486;148;2021-10-22;5
4487;62;2021-05-24;3
4488;157;2022-08-25;7
4489;136;2021-03-09;7
4490;117;2020-12-06;4
4491;92;2022-01-30;5
4492;143;2021-11-09;3
4493;57;2020-06-09;7
4494;131;2020-10-21;4
4495;182;2021-08-27;8
4496;72;2022-01-07;2
4497;160;2022-05-12;10
4498;91;2020-09-13;4
4499;195;2021-12-23;9
4500;70;2022-05-12;7
4501;153;2021-03-05;7
4502;167;2021-05-15;9
4503;56;2021-08-03;10
4504;82;2021-03-31;1
4505;142;2021-10-29;2
4506;28;2021-09-25;7
4507;94;2020-06-07;9
4508;130;2021-11-02;5
4509;189;2022-03-31;7
4510;145;2022-08-12;1
4511;166;2022-11-24;3
4512;25;2020-07-17;5
4513;94;2021-04-01;4
4514;94;2023-02-23;4
4515;146;2020-06-04;8
4516;73;2022-03-22;7
4517;33;2020-06-06;3
4518;29;2022-09-04;7
4519;167;2022-07-05;3
4520;42;2021-01-20;1
4521;15;2020-06-14;3
4522;164;2023-01-31;3
4523;55;2021-04-07;1
4524;129;2022-01-03;7
4525;13;2020-09-29;3
4526;94;2021-12-26;4
4527;31;2023-03-12;5
4528;125;2022-05-30;5
4529;139;2022-10-02;9
4530;16;2021-08-16;5
4531;70;2020-06-27;9
4532;91;2020-06-21;5
4533;172;2021-10-24;9
4534;78;2020-06-17;6
4535;97;2021-02-15;1
4536;108;2020-04-23;3
4537;89;2023-02-07;2
4538;42;2023-03-20;6
4539;75;2021-05-23;3
4540;142;2021-11-06;5
4541;89;2023-04-06;9
4542;68;2022-04-17;6
4543;184;2020-11-23;9
4544;168;2021-05-09;6
4545;100;2023-02-15;9
4546;103;2020-09-05;9
4547;149;2022-10-14;7
4548;140;2023-01-03;7
4549;78;2020-06-16;5
4550;196;2023-02-09;6
4551;6;2022-07-06;1
4552;31;2022-10-22;9
4553;92;2021-03-20;1
4554;139;2021-02-03;1
4555;117;2022-03-29;5
4556;85;2022-07-05;3
4557;93;2021-12-13;4
4558;179;2021-04-02;10
4559;152;2020-07-31;5
4560;65;2021-02-01;2
4561;130;2020-04-17;1
4562;17;2020-09-16;7
4563;113;2021-06-07;10
4564;67;2021-05-02;3
4565;39;2020-10-26;10
4566;48;2021-12-28;6
4567;9;2021-07-06;4
4568;142;2021-02-14;1
4569;136;2022-07-20;2
4570;165;2022-09-24;7
4571;142;2023-01-27;9
4572;193;2021-03-09;4
4573;176;2023-04-11;4
4574;130;2022-08-31;10
4575;170;2022-07-25;5
4576;113;2022-03-27;4
4577;71;2020-12-02;8
4578;105;2022-04-25;6
4579;93;2020-11-24;1
4580;3;2020-05-11;2
4581;64;2021-06-10;5
4582;175;2022-04-16;8
4583;66;2021-09-12;2
4584;14;2022-05-17;1
4585;7;2021-07-31;1
4586;187;2021-07-22;8
4587;73;2022-03-21;8
4588;192;2021-05-03;10
4589;166;2021-11-13;4
4590;154;2023-02-01;5
4591;28;2021-11-06;8
4592;160;2020-05-18;3
4593;91;2022-12-28;7
4594;17;2021-01-12;6
4595;151;2020-04-27;5
4596;108;2021-06-04;2
4597;131;2020-04-20;9
4598;34;2023-02-12;4
4599;27;2021-12-01;8
4600;163;2021-02-12;6
4601;158;2022-05-18;3
4602;51;2020-06-18;3
4603;184;2021-07-19;8
4604;125;2021-07-03;6
4605;98;2020-10-29;3
4606;121;2021-06-05;6
4607;189;2022-06-15;6
4608;8;2021-01-11;9
4609;66;2021-12-04;8
4610;100;2021-01-07;6
4611;75;2021-02-12;4
4612;175;2020-12-16;9
4613;118;2020-10-06;8
4614;56;2022-02-07;2
4615;143;2022-12-22;3
4616;49;2021-07-15;6
4617;21;2022-07-08;8
4618;182;2021-05-19;9
4619;1;2021-06-16;5
4620;29;2020-08-14;2
4621;18;2023-01-23;4
4622;161;2020-06-28;3
4623;5;2022-10-27;2
4624;80;2022-11-30;8
4625;52;2022-03-08;9
4626;81;2021-03-31;9
4627;65;2020-10-23;9
4628;76;2020-08-04;10
4629;86;2022-11-18;4
4630;182;2021-07-11;3
4631;5;2022-05-08;8
4632;126;2022-05-16;1
4633;135;2020-12-05;3
4634;175;2022-11-24;8
4635;140;2020-12-03;8
4636;95;2021-02-12;8
4637;199;2021-08-26;5
4638;105;2022-04-27;9
4639;3;2021-01-11;7
4640;32;2020-04-17;10
4641;174;2021-02-14;5
4642;100;2023-03-31;8
4643;102;2021-10-04;1
4644;61;2022-06-28;10
4645;21;2022-12-20;2
4646;171;2023-02-04;8
4647;143;2022-08-31;3
4648;103;2023-04-01;1
4649;46;2023-03-24;4
4650;46;2022-02-06;1
4651;170;2022-05-01;5
4652;48;2020-05-28;1
4653;167;2022-01-22;5
4654;174;2020-08-07;2
4655;116;2021-10-14;2
4656;199;2022-04-09;7
4657;132;2022-03-23;4
4658;118;2020-10-04;3
4659;47;2021-12-18;8
4660;117;2021-07-09;3
4661;165;2022-07-23;9
4662;79;2021-12-22;10
4663;142;2020-06-12;5
4664;150;2021-05-17;1
4665;129;2021-11-28;2
4666;161;2021-09-25;8
4667;97;2022-04-05;7
4668;142;2022-12-22;4
4669;27;2021-07-10;9
4670;200;2021-06-05;9
4671;182;2022-07-28;6
4672;81;2021-12-15;8
4673;55;2022-02-28;10
4674;163;2022-03-07;1
4675;4;2021-05-17;6
4676;129;2021-05-15;7
4677;117;2023-02-09;6
4678;77;2021-07-23;1
4679;30;2021-03-05;2
4680;139;2021-02-28;1
4681;28;2021-06-22;9
4682;166;2020-06-20;10
4683;154;2020-05-27;4
4684;37;2022-09-05;3
4685;97;2022-07-30;3
4686;40;2021-05-03;6
4687;86;2021-07-08;7
4688;179;2021-06-07;3
4689;69;2021-06-28;1
4690;146;2020-08-25;1
4691;138;2022-05-29;3
4692;78;2021-11-04;3
4693;112;2021-06-01;2
4694;47;2022-10-06;8
4695;151;2022-10-15;2
4696;130;2021-09-28;3
4697;193;2021-08-20;8
4698;9;2022-07-17;4
4699;121;2020-06-26;2
4700;111;2020-05-03;5
4701;116;2022-03-10;8
4702;96;2020-11-20;6
4703;170;2022-11-11;6
4704;65;2020-09-10;5
4705;131;2021-02-09;10
4706;176;2022-08-02;2
4707;82;2022-07-03;3
4708;88;2020-12-09;6
4709;61;2020-12-15;7
4710;143;2022-02-04;10
4711;118;2021-11-21;10
4712;51;2020-12-23;8
4713;137;2020-05-05;6
4714;101;2021-02-26;3
4715;32;2020-12-13;7
4716;13;2020-07-18;5
4717;127;2022-02-23;4
4718;76;2020-10-18;3
4719;114;2020-11-19;1
4720;5;2023-03-22;8
4721;159;2022-11-01;10
4722;158;2022-05-01;6
4723;30;2021-06-15;7
4724;122;2021-10-16;3
4725;4;2021-10-29;10
4726;124;2023-01-27;7
4727;61;2022-10-21;2
4728;97;2022-12-30;5
4729;153;2022-02-26;9
4730;3;2020-06-20;8
4731;17;2022-04-21;10
4732;134;2021-09-21;10
4733;99;2022-09-12;2
4734;139;2022-06-06;1
4735;92;2023-02-18;7
4736;91;2022-04-02;6
4737;140;2022-02-04;2
4738;196;2022-05-08;1
4739;142;2022-10-05;3
4740;150;2021-08-06;4
4741;93;2021-11-14;9
4742;145;2021-08-22;9
4743;121;2021-07-27;7
4744;138;2023-04-10;7
4745;192;2022-09-19;5
4746;60;2021-07-01;4
4747;99;2021-02-25;5
4748;102;2022-04-04;1
4749;81;2022-10-11;8
4750;139;2020-05-24;10
4751;41;2022-08-16;5
4752;6;2023-01-18;7
4753;117;2020-08-12;3
4754;1;2022-09-21;5
4755;41;2022-04-13;7
4756;87;2021-01-30;3
4757;109;2021-03-22;5
4758;33;2021-04-30;7
4759;53;2022-03-18;2
4760;156;2022-01-09;2
4761;160;2023-01-10;10
4762;148;2022-02-12;3
4763;8;2022-09-05;9
4764;35;2020-08-21;8
4765;154;2021-02-20;10
4766;16;2020-09-22;7
4767;25;2022-03-12;7
4768;131;2022-10-08;10
4769;63;2023-01-16;2
4770;145;2021-02-01;9
4771;7;2021-04-18;1
4772;10;2020-06-28;6
4773;154;2022-01-07;7
4774;28;2022-09-13;1
4775;0;2021-10-04;7
4776;50;2022-04-01;9
4777;91;2022-03-12;1
4778;109;2023-02-25;3
4779;21;2021-11-26;8
4780;140;2021-10-19;4
4781;73;2022-04-28;6
4782;174;2023-01-18;6
4783;106;2020-12-09;5
4784;49;2020-09-22;3
4785;6;2023-02-07;7
4786;11;2022-02-23;10
4787;3;2023-04-06;1
4788;168;2022-04-30;1
4789;64;2020-08-31;3
4790;145;2021-08-22;3
4791;139;2021-10-25;7
4792;129;2022-10-05;10
4793;1;2021-11-03;7
4794;102;2022-09-07;10
4795;89;2023-01-18;2
4796;184;2022-11-17;8
4797;11;2021-08-20;9
4798;55;2022-12-04;4
4799;114;2022-05-03;10
4800;65;2021-06-19;1
4801;194;2021-04-05;3
4802;48;2023-04-11;8
4803;61;2022-12-15;7
4804;129;2020-08-11;2
4805;130;2021-11-10;7
4806;32;2023-03-24;6
4807;131;2022-01-07;8
4808;165;2022-04-29;7
4809;182;2022-03-17;9
4810;17;2021-02-25;5
4811;198;2022-01-25;6
4812;1;2020-11-01;5
4813;133;2020-11-08;3
4814;6;2021-06-03;2
4815;151;2023-02-26;1
4816;35;2021-08-17;5
4817;176;2022-11-03;2
4818;4;2022-07-31;1
4819;164;2023-01-08;6
4820;79;2022-11-02;6
4821;102;2021-05-13;1
4822;98;2022-03-15;2
4823;76;2020-05-07;6
4824;33;2020-08-13;9
4825;93;2020-05-08;2
4826;30;2020-11-06;6
4827;25;2021-12-22;1
4828;126;2021-12-04;3
4829;187;2023-01-20;1
4830;85;2022-10-31;5
4831;1;2021-01-27;8
4832;27;2020-12-01;10
4833;141;2022-10-20;4
4834;160;2021-08-26;8
4835;172;2021-06-10;8
4836;169;2020-06-02;7
4837;5;2020-06-27;9
4838;20;2021-12-08;6
4839;69;2021-08-29;6
4840;118;2021-05-12;1
4841;86;2021-06-20;6
4842;179;2021-02-06;6
4843;11;2023-03-04;4
4844;147;2020-05-20;10
4845;125;2021-03-15;5
4846;188;2022-10-26;5
4847;199;2020-06-10;1
4848;163;2020-04-23;10
4849;164;2021-01-12;2
4850;55;2021-09-22;2
4851;109;2021-08-08;9
4852;109;2022-05-05;5
4853;49;2023-03-07;10
4854;184;2021-03-02;3
4855;189;2022-12-22;2
4856;101;2021-11-28;10
4857;68;2021-03-18;9
4858;117;2022-06-17;7
4859;193;2021-07-19;8
4860;20;2020-05-11;6
4861;128;2022-10-31;5
4862;99;2022-09-18;1
4863;49;2021-01-03;7
4864;47;2022-04-03;4
4865;73;2022-05-16;5
4866;15;2021-05-26;8
4867;73;2023-02-23;5
4868;20;2022-12-24;4
4869;113;2022-06-13;10
4870;88;2022-12-26;9
4871;82;2020-05-11;3
4872;97;2021-02-16;6
4873;151;2021-05-04;10
4874;117;2021-04-19;9
4875;35;2023-04-02;3
4876;61;2023-03-19;7
4877;177;2023-04-12;2
4878;169;2022-02-11;9
4879;81;2022-04-06;4
4880;97;2023-03-17;10
4881;50;2022-05-03;5
4882;29;2020-07-12;9
4883;42;2021-01-12;8
4884;170;2023-03-02;1
4885;136;2021-03-20;1
4886;176;2020-05-30;10
4887;145;2021-06-23;7
4888;38;2023-03-29;4
4889;15;2020-09-28;1
4890;34;2020-04-20;1
4891;185;2023-04-08;6
4892;23;2020-04-29;6
4893;71;2023-01-05;1
4894;139;2022-01-28;3
4895;126;2020-08-07;1
4896;6;2023-01-21;5
4897;144;2020-10-09;5
4898;39;2022-10-05;10
4899;120;2021-03-24;2
4900;35;2022-10-27;8
4901;159;2020-05-17;5
4902;150;2021-09-11;3
4903;66;2020-05-17;4
4904;144;2020-05-18;4
4905;118;2021-07-18;1
4906;70;2020-12-07;5
4907;121;2022-12-15;1
4908;31;2021-05-17;5
4909;146;2021-06-15;6
4910;130;2022-07-25;3
4911;129;2022-03-01;6
4912;17;2021-10-02;1
4913;11;2020-07-24;7
4914;131;2020-05-20;7
4915;186;2023-01-19;1
4916;42;2020-10-04;9
4917;94;2022-12-09;7
4918;153;2022-03-27;3
4919;16;2020-09-17;5
4920;174;2021-03-06;10
4921;55;2022-10-16;1
4922;61;2021-02-15;6
4923;147;2020-11-10;3
4924;83;2022-12-30;1
4925;16;2020-12-24;4
4926;127;2020-07-02;4
4927;16;2022-04-12;10
4928;18;2022-04-11;6
4929;173;2022-06-13;7
4930;62;2023-01-03;6
4931;22;2022-05-19;6
4932;96;2023-03-03;7
4933;185;2023-03-30;3
4934;28;2021-12-14;8
4935;125;2022-07-17;4
4936;18;2020-05-01;1
4937;92;2022-07-17;10
4938;14;2023-02-18;5
4939;0;2022-03-14;5
4940;30;2022-09-24;1
4941;82;2022-04-18;1
4942;9;2022-02-07;3
4943;79;2020-04-26;10
4944;11;2021-03-11;1
4945;198;2022-11-25;3
4946;182;2020-05-25;7
4947;127;2021-11-03;6
4948;102;2021-08-06;7
4949;98;2021-03-13;3
4950;115;2022-03-03;4
4951;38;2020-10-06;9
4952;172;2020-08-01;6
4953;48;2020-11-11;3
4954;125;2022-04-16;4
4955;9;2022-04-02;2
4956;188;2022-10-27;6
4957;100;2020-08-18;9
4958;144;2022-07-25;7
4959;190;2021-06-11;1
4960;145;2020-06-25;3
4961;78;2022-10-28;10
4962;66;2020-12-26;5
4963;47;2020-04-16;8
4964;65;2021-02-04;2
4965;42;2021-07-25;3
4966;51;2021-05-06;1
4967;56;2021-07-26;3
4968;48;2020-06-11;10
4969;34;2021-08-21;5
4970;16;2022-02-12;10
4971;80;2022-05-06;8
4972;187;2022-07-28;6
4973;197;2022-05-09;4
4974;158;2020-10-03;9
4975;164;2020-07-28;8
4976;88;2021-01-08;6
4977;17;2022-04-02;3
4978;17;2022-06-09;3
4979;14;2022-05-28;8
4980;74;2021-09-25;5
4981;145;2020-12-13;3
4982;135;2023-01-20;6
4983;53;2022-11-25;10
4984;69;2021-03-26;4
4985;80;2022-03-25;1
4986;139;2020-07-22;8
4987;56;2020-10-15;2
4988;173;2020-10-28;10
4989;40;2021-11-08;6
4990;127;2021-05-07;5
4991;133;2023-03-13;8
4992;49;2020-05-08;1
4993;5;2022-09-30;5
4994;160;2022-01-30;9
4995;168;2020-11-27;5
4996;194;2021-02-01;3
4997;80;2021-12-18;9
4998;2;2022-02-23;4
4999;125;2021-08-27;7
5000;23;2021-10-20;7
5001;158;2021-06-30;9
5002;87;2021-09-15;1
5003;11;2021-05-17;1
5004;167;2021-05-19;8
5005;165;2022-07-30;8
5006;80;2021-06-07;8
5007;151;2022-10-19;1
5008;125;2022-08-09;4
5009;147;2022-03-21;1
5010;101;2020-08-26;2
5011;61;2022-03-17;5
5012;16;2021-12-21;4
5013;35;2021-09-09;2
5014;158;2020-08-21;4
5015;130;2022-03-17;7
5016;47;2022-12-14;7
5017;69;2020-11-30;5
5018;12;2022-09-30;2
5019;16;2022-02-21;1
5020;182;2021-04-09;1
5021;69;2021-04-15;1
5022;46;2021-05-30;8
5023;174;2020-08-06;6
5024;53;2021-02-16;6
5025;175;2020-07-14;5
5026;4;2020-05-14;1
5027;35;2021-05-03;8
5028;124;2020-12-01;1
5029;168;2022-09-21;7
5030;51;2023-01-22;6
5031;82;2020-05-28;1
5032;13;2021-01-09;5
5033;137;2022-12-23;4
5034;96;2021-09-03;5
5035;143;2022-10-13;10
5036;110;2022-09-25;4
5037;93;2020-09-28;7
5038;159;2021-12-19;5
5039;143;2021-06-15;4
5040;57;2023-03-30;8
5041;46;2023-04-10;9
5042;49;2021-04-24;4
5043;50;2021-05-13;2
5044;77;2022-10-23;2
5045;12;2021-02-23;6
5046;200;2021-07-27;4
5047;185;2022-06-22;1
5048;81;2021-11-20;1
5049;64;2020-12-21;6
5050;68;2023-02-28;10
5051;200;2021-01-19;7
5052;0;2022-05-09;4
5053;185;2021-11-21;9
5054;87;2020-05-01;4
5055;163;2021-03-10;6
5056;199;2022-02-16;1
5057;103;2020-12-03;8
5058;179;2021-07-25;9
5059;0;2021-09-18;6
5060;200;2022-02-26;7
5061;122;2022-06-20;3
5062;189;2020-08-11;9
5063;100;2021-04-07;5
5064;147;2022-07-28;10
5065;183;2022-07-23;1
5066;118;2020-06-26;1
5067;41;2021-12-11;4
5068;94;2022-09-15;10
5069;45;2021-03-25;4
5070;185;2022-06-17;3
5071;59;2022-01-14;4
5072;183;2020-12-08;8
5073;170;2021-05-10;4
5074;72;2022-04-19;2
5075;136;2021-11-08;3
5076;123;2023-04-08;6
5077;26;2020-11-05;4
5078;169;2021-07-22;5
5079;192;2021-06-21;10
5080;130;2022-06-06;5
5081;171;2022-03-09;5
5082;56;2022-05-30;8
5083;8;2021-08-21;7
5084;117;2022-09-09;9
5085;150;2022-05-11;4
5086;101;2022-04-21;4
5087;129;2021-05-01;7
5088;39;2021-01-05;7
5089;157;2021-04-04;5
5090;197;2021-06-13;1
5091;0;2021-07-12;10
5092;8;2022-09-05;3
5093;52;2020-04-29;4
5094;39;2023-02-20;2
5095;166;2020-07-09;7
5096;113;2022-04-23;2
5097;141;2021-11-16;7
5098;105;2022-03-29;1
5099;39;2020-07-14;10
5100;116;2021-04-04;6
5101;175;2021-12-04;7
5102;132;2020-10-29;9
5103;161;2022-03-21;5
5104;57;2022-07-18;5
5105;151;2021-01-14;1
5106;47;2021-06-17;9
5107;1;2020-08-20;1
5108;190;2022-08-01;3
5109;29;2020-07-08;8
5110;25;2020-11-01;6
5111;57;2021-01-31;4
5112;14;2023-03-10;7
5113;199;2022-10-02;8
5114;59;2021-01-29;2
5115;84;2022-01-27;6
5116;157;2020-08-08;4
5117;90;2021-04-19;5
5118;121;2021-01-26;2
5119;129;2023-03-05;4
5120;119;2022-07-27;6
5121;81;2022-12-18;9
5122;32;2021-01-14;4
5123;113;2021-12-17;6
5124;79;2022-01-08;3
5125;135;2023-01-13;6
5126;119;2021-09-24;7
5127;93;2020-09-10;4
5128;91;2021-11-04;2
5129;38;2022-10-29;5
5130;102;2020-12-01;5
5131;44;2022-07-21;8
5132;196;2020-09-26;6
5133;4;2021-01-08;8
5134;76;2021-09-18;7
5135;93;2020-06-04;2
5136;72;2020-04-27;7
5137;139;2021-07-09;4
5138;82;2021-08-17;5
5139;87;2022-03-23;10
5140;155;2022-02-21;5
5141;193;2021-10-25;5
5142;135;2021-08-08;7
5143;43;2021-05-22;7
5144;65;2021-09-19;6
5145;47;2021-10-10;4
5146;32;2020-11-13;8
5147;22;2022-06-08;4
5148;5;2022-07-13;8
5149;143;2021-01-15;8
5150;144;2021-08-18;3
5151;161;2021-10-16;3
5152;52;2021-01-04;10
5153;4;2020-06-13;7
5154;196;2022-01-21;2
5155;50;2023-02-09;7
5156;164;2022-09-13;1
5157;79;2022-11-11;10
5158;14;2020-09-21;4
5159;164;2022-04-14;2
5160;169;2023-01-17;9
5161;12;2021-04-10;3
5162;93;2020-05-10;10
5163;157;2023-04-06;4
5164;37;2022-05-04;8
5165;126;2022-12-08;6
5166;9;2023-02-16;7
5167;47;2022-02-20;4
5168;47;2023-03-15;5
5169;42;2020-10-13;7
5170;98;2020-08-26;5
5171;170;2022-03-21;10
5172;183;2021-06-29;3
5173;166;2023-03-28;7
5174;48;2022-01-30;6
5175;0;2020-07-08;7
5176;133;2021-05-11;5
5177;141;2022-06-26;7
5178;31;2021-01-25;9
5179;141;2021-12-03;3
5180;74;2022-01-29;10
5181;115;2020-09-14;8
5182;19;2023-01-10;3
5183;164;2020-06-25;9
5184;2;2022-02-07;3
5185;42;2023-03-29;7
5186;6;2022-04-20;2
5187;57;2022-12-26;10
5188;183;2021-07-23;5
5189;4;2021-08-19;7
5190;98;2022-01-27;3
5191;122;2022-05-06;6
5192;62;2021-01-17;6
5193;115;2023-02-21;3
5194;183;2020-09-09;4
5195;126;2021-11-11;6
5196;186;2020-06-01;8
5197;62;2022-01-09;8
5198;64;2020-06-04;7
5199;145;2022-12-28;5
5200;74;2021-05-21;6
5201;5;2023-01-15;4
5202;63;2020-10-17;1
5203;19;2021-05-06;8
5204;38;2022-09-07;3
5205;54;2020-05-27;9
5206;73;2020-11-20;10
5207;25;2022-01-20;6
5208;141;2022-03-15;7
5209;122;2022-06-29;7
5210;0;2021-02-07;5
5211;108;2021-12-20;6
5212;141;2022-10-07;6
5213;174;2021-12-19;8
5214;136;2022-11-28;8
5215;50;2021-06-08;9
5216;156;2021-10-30;10
5217;175;2020-08-07;3
5218;36;2020-11-17;5
5219;166;2021-10-30;3
5220;49;2022-06-03;9
5221;120;2021-04-08;3
5222;112;2021-09-20;1
5223;49;2022-12-26;6
5224;174;2022-09-26;5
5225;148;2021-02-25;7
5226;14;2022-12-04;6
5227;194;2021-05-04;4
5228;7;2020-10-02;6
5229;173;2021-07-17;6
5230;100;2022-06-17;10
5231;112;2020-12-29;10
5232;113;2021-11-16;9
5233;33;2021-03-29;5
5234;99;2021-02-02;2
5235;140;2022-11-22;1
5236;162;2021-04-28;1
5237;23;2022-04-06;9
5238;180;2021-04-01;5
5239;97;2022-12-01;7
5240;18;2023-02-23;5
5241;139;2022-12-26;10
5242;31;2021-01-27;1
5243;168;2022-03-18;10
5244;156;2022-01-12;3
5245;64;2020-08-22;7
5246;94;2021-01-02;1
5247;91;2022-01-23;10
5248;147;2023-02-28;1
5249;142;2022-09-13;8
5250;194;2023-02-21;6
5251;169;2022-06-26;8
5252;63;2022-10-15;7
5253;33;2023-02-06;8
5254;114;2020-06-19;10
5255;99;2021-06-25;2
5256;84;2020-11-16;7
5257;156;2021-09-28;4
5258;67;2022-07-11;4
5259;65;2022-03-30;2
5260;130;2023-04-05;9
5261;2;2023-01-18;6
5262;105;2022-08-21;10
5263;9;2021-07-08;3
5264;122;2020-05-04;4
5265;6;2021-09-18;3
5266;154;2021-07-17;2
5267;172;2021-04-10;5
5268;134;2021-10-04;8
5269;43;2022-02-06;6
5270;103;2020-05-22;4
5271;185;2020-04-24;1
5272;151;2022-12-06;7
5273;80;2021-07-12;4
5274;197;2021-10-31;5
5275;47;2020-10-13;4
5276;78;2022-09-02;1
5277;187;2021-11-20;4
5278;32;2020-12-01;10
5279;122;2021-04-15;6
5280;166;2022-11-28;8
5281;166;2021-06-20;3
5282;114;2021-08-08;7
5283;35;2021-01-31;4
5284;69;2022-12-03;4
5285;181;2021-07-22;6
5286;199;2022-09-13;2
5287;98;2022-08-14;3
5288;142;2023-03-19;1
5289;94;2020-09-15;6
5290;101;2021-07-04;3
5291;182;2021-04-27;7
5292;107;2023-02-28;8
5293;76;2021-11-13;2
5294;195;2020-12-10;5
5295;21;2020-07-12;1
5296;5;2022-08-07;6
5297;35;2022-05-16;6
5298;37;2022-09-11;3
5299;99;2021-01-22;7
5300;164;2021-11-24;4
5301;123;2020-05-05;6
5302;34;2020-05-15;4
5303;171;2021-08-08;10
5304;21;2020-12-23;8
5305;23;2022-04-16;7
5306;167;2022-11-24;1
5307;115;2021-01-19;4
5308;114;2022-09-04;2
5309;34;2022-07-26;1
5310;121;2021-02-13;9
5311;198;2020-08-09;3
5312;110;2022-04-19;3
5313;125;2020-08-17;5
5314;167;2020-10-21;9
5315;63;2020-08-02;7
5316;30;2020-10-27;4
5317;133;2022-11-07;2
5318;163;2022-05-23;2
5319;40;2022-08-29;10
5320;193;2021-04-02;8
5321;148;2020-07-12;2
5322;195;2021-07-31;10
5323;64;2021-11-07;4
5324;157;2022-06-04;6
5325;50;2022-12-16;6
5326;99;2021-09-19;7
5327;48;2020-12-09;4
5328;25;2022-02-28;10
5329;9;2020-06-07;6
5330;134;2020-06-19;4
5331;142;2021-02-07;5
5332;61;2020-11-25;8
5333;141;2022-08-25;8
5334;185;2020-04-29;6
5335;5;2020-11-06;7
5336;37;2022-06-02;2
5337;154;2021-12-02;2
5338;108;2021-08-13;7
5339;81;2020-11-18;3
5340;178;2020-11-10;4
5341;111;2022-06-30;2
5342;173;2021-10-11;7
5343;167;2021-11-23;2
5344;28;2021-04-23;1
5345;83;2020-08-15;8
5346;191;2022-02-24;6
5347;106;2021-04-03;1
5348;197;2022-02-14;10
5349;171;2021-01-03;4
5350;151;2021-05-13;9
5351;156;2023-02-01;10
5352;1;2021-06-30;2
5353;172;2020-05-27;1
5354;128;2021-06-26;1
5355;148;2022-03-10;2
5356;26;2020-09-27;6
5357;64;2022-06-20;9
5358;161;2021-06-06;4
5359;60;2021-03-06;4
5360;153;2020-12-07;7
5361;85;2022-11-09;5
5362;164;2020-06-12;3
5363;184;2020-12-13;4
5364;28;2022-10-31;1
5365;88;2022-12-19;1
5366;16;2021-01-20;4
5367;127;2020-06-07;5
5368;17;2022-07-23;1
5369;129;2020-09-27;3
5370;132;2020-07-24;1
5371;48;2022-10-14;9
5372;40;2020-11-01;9
5373;19;2022-11-06;8
5374;5;2020-05-19;3
5375;53;2021-09-30;8
5376;92;2022-04-01;2
5377;114;2023-01-04;9
5378;166;2022-02-26;8
5379;149;2021-04-11;3
5380;78;2021-06-27;4
5381;0;2022-10-05;5
5382;180;2022-06-08;4
5383;27;2021-09-01;8
5384;146;2021-09-02;9
5385;193;2020-04-15;9
5386;17;2020-09-02;1
5387;6;2022-05-05;1
5388;147;2020-10-29;9
5389;163;2021-03-22;2
5390;4;2023-01-02;5
5391;129;2020-06-06;7
5392;118;2020-12-12;10
5393;50;2021-07-17;8
5394;58;2021-06-28;8
5395;107;2020-12-05;8
5396;88;2021-11-26;5
5397;92;2022-03-25;9
5398;184;2021-05-28;7
